No,UHH
1104,65.03907
1105,65.02036
1106,63.68861
1107,63.90085
1108,63.04995
1109,62.712643
1110,65.237885
1111,73.10231
1112,73.10231
1113,65.02972
1114,64.98273
1115,64.92064
1116,64.919716
1117,63.528866
1118,62.180893
1119,64.77456
1120,62.140514
1121,64.69005
1122,64.70773
1123,62.058647
1124,62.059757
1125,64.724915
1126,61.991547
1127,61.455914
1128,61.033165
1129,62.103893
1130,62.090836
1131,58.96069
1132,65.04129
1133,65.040764
1134,64.85715
1135,64.864716
1136,64.844955
1137,64.83582
1138,63.68833
1139,63.43608
1140,63.44564
1141,62.94876
1142,62.943214
1143,61.059082
1144,64.86188
1145,62.892803
1146,64.86733
1147,64.86733
1148,62.888206
1149,62.88859
1150,64.83995
1151,62.86424
1152,64.83468
1153,64.01147
1154,62.275593
1155,69.41495
1156,66.888885
1157,60.21046
1158,57.788555
1159,51.614346
1160,57.79108
1161,60.18524
1162,57.69902
1163,57.77737
1164,60.15129
1165,60.151188
1166,57.837578
1167,54.808266
1168,58.45245
1169,58.417416
1170,52.23978
1171,58.24641
1172,60.786053
1173,54.695774
1174,57.91379
1175,54.974472
1176,57.990654
1177,58.038845
1178,55.47405
1179,64.382065
1180,64.194145
1181,58.219395
1182,56.63501
1183,56.63592
1184,56.627007
1185,58.12102
1186,56.6301
1187,56.63075
1188,58.57726
1189,56.63318
1190,56.633915
1191,58.58213
1192,56.082523
1193,66.92326
1194,59.07803
1195,59.07904
1196,59.07864
1197,64.52549
1198,64.10295
1199,59.053745
1200,59.05195
1201,58.495728
1202,58.48513
1203,58.43731
1204,58.344997
1205,59.6408
1206,58.168846
1207,58.168846
1208,58.154198
1209,58.134304
1210,58.111374
1211,58.100098
1212,58.0907
1213,58.09371
1214,59.182228
1215,58.346382
1216,59.206783
1217,57.996853
1218,57.996925
1219,59.54824
1220,57.997196
1221,59.545376
1222,59.528515
1223,57.98414
1224,57.98472
1225,57.976963
1226,59.3709
1227,57.947796
1228,57.93569
1229,59.652462
1230,57.371204
1231,57.37147
1232,70.461716
1233,70.46346
1234,70.07571
1235,70.428215
1236,70.05584
1237,69.79663
1238,70.442375
1239,70.4213
1240,70.44349
1241,69.82435
1242,70.4476
1243,69.762054
1244,70.44739
1245,70.44203
1246,69.76812
1247,70.43948
1248,69.82208
1249,69.814995
1250,70.07545
1251,69.80401
1252,70.06309
1253,70.47488
1254,70.47496
1255,70.0656
1256,70.021706
1257,70.49625
1258,70.48884
1259,70.48372
1260,69.78132
1261,70.4739
1262,70.4402
1263,70.00968
1264,70.439804
1265,69.881805
1266,70.50714
1267,70.507774
1268,70.51097
1269,69.751144
1270,69.70091
1271,70.52888
1272,69.68226
1273,69.64638
1274,69.68275
1275,70.52208
1276,70.53506
1277,70.49164
1278,61.298096
1279,61.29751
1280,60.473755
1281,60.46494
1282,61.18242
1283,61.218582
1284,61.194157
1285,60.440014
1286,61.161625
1287,61.026337
1288,57.614777
1289,60.79232
1290,60.80127
1291,60.80515
1292,60.770992
1293,60.770992
1294,60.770992
1295,60.241146
1296,60.622013
1297,60.284824
1298,60.766567
1299,60.281025
1300,60.76572
1301,60.607773
1302,60.607773
1303,60.605732
1304,60.715168
1305,60.2514
1306,60.216988
1307,60.69046
1308,60.214848
1309,60.258694
1310,60.253223
1311,60.32987
1312,60.259884
1313,60.42643
1314,60.228127
1315,60.200706
1316,60.39439
1317,60.22079
1318,59.48934
1319,59.48736
1320,59.483215
1321,57.671627
1322,57.33841
1323,59.46719
1324,54.427895
1325,59.455902
1326,59.434643
1327,59.434643
1328,59.43252
1329,59.43252
1330,57.283863
1331,57.61917
1332,57.277443
1333,57.60718
1334,57.651318
1335,57.2915
1336,59.40081
1337,59.358166
1338,57.624523
1339,57.241505
1340,57.26821
1341,57.614925
1342,57.60798
1343,59.28186
1344,59.28187
1345,57.096912
1346,58.9381
1347,57.104885
1348,57.470577
1349,58.93186
1350,58.92535
1351,58.91289
1352,58.91289
1353,57.099995
1354,58.90926
1355,57.136745
1356,58.907475
1357,58.884056
1358,58.853863
1359,57.075134
1360,57.441776
1361,58.855343
1362,57.106422
1363,54.59754
1364,58.84929
1365,58.84929
1366,58.84929
1367,58.846935
1368,58.830303
1369,53.211033
1370,57.061268
1371,54.615337
1372,57.058372
1373,58.804657
1374,58.444138
1375,57.191387
1376,57.169342
1377,58.386894
1378,58.39053
1379,58.167107
1380,57.234737
1381,58.143143
1382,54.8187
1383,58.143143
1384,57.17953
1385,57.17879
1386,58.122173
1387,57.162403
1388,57.289692
1389,57.31802
1390,57.916153
1391,57.921886
1392,57.132187
1393,57.91774
1394,57.112213
1395,57.11514
1396,57.91317
1397,57.375248
1398,57.888454
1399,57.868214
1400,68.43211
1401,66.36688
1402,68.29416
1403,68.20693
1404,66.286995
1405,68.22336
1406,68.18794
1407,68.123726
1408,68.168076
1409,66.36965
1410,58.481438
1411,58.422802
1412,56.746834
1413,58.83073
1414,59.675735
1415,57.82065
1416,58.716343
1417,58.673656
1418,58.674652
1419,57.79932
1420,57.7974
1421,58.70079
1422,59.031536
1423,58.996975
1424,56.650444
1425,58.672123
1426,57.68856
1427,57.6862
1428,57.705242
1429,57.66139
1430,57.263058
1431,57.227962
1432,57.49685
1433,57.196625
1434,57.194897
1435,58.609447
1436,55.761875
1437,57.454273
1438,57.46454
1439,56.01679
1440,55.998375
1441,55.558853
1442,55.89645
1443,56.877666
1444,55.8834
1445,55.847805
1446,55.8744
1447,56.804096
1448,55.821693
1449,55.53833
1450,55.98572
1451,55.570686
1452,55.76949
1453,55.581997
1454,67.83561
1455,60.669903
1456,64.63123
1457,60.59158
1458,60.625137
1459,64.3806
1460,60.460594
1461,58.25408
1462,60.100826
1463,60.121647
1464,64.16933
1465,60.112034
1466,60.068363
1467,60.104076
1468,64.157196
1469,60.098877
1470,60.096897
1471,64.15865
1472,60.087044
1473,60.050907
1474,60.043427
1475,60.0295
1476,59.99193
1477,59.986984
1478,59.969807
1479,59.837475
1480,59.831673
1481,59.828053
1482,59.790813
1483,59.802483
1484,63.80378
1485,59.840446
1486,59.26028
1487,59.23854
1488,59.23812
1489,59.19217
1490,59.195137
1491,59.152927
1492,59.0975
1493,61.80161
1494,58.9597
1495,58.912617
1496,58.539707
1497,61.464622
1498,59.961918
1499,58.489613
1500,58.477417
1501,61.59702
1502,58.46949
1503,58.46344
1504,58.46342
1505,58.46133
1506,58.41121
1507,58.37133
1508,58.36953
1509,58.369324
1510,58.366886
1511,58.366974
1512,61.544388
1513,58.343365
1514,58.377342
1515,58.37945
1516,58.490803
1517,58.500046
1518,58.499294
1519,58.509747
1520,58.50688
1521,58.6243
1522,58.60736
1523,58.646965
1524,58.651897
1525,58.64061
1526,58.673676
1527,58.67075
1528,58.24971
1529,58.251377
1530,58.944805
1531,58.23079
1532,58.933144
1533,58.19453
1534,58.183086
1535,58.147564
1536,56.8924
1537,58.94025
1538,58.96035
1539,58.091415
1540,58.11258
1541,58.973766
1542,58.028004
1543,57.996906
1544,57.99532
1545,57.920246
1546,57.88727
1547,57.63992
1548,57.69659
1549,59.077053
1550,59.080452
1551,57.665207
1552,57.664856
1553,59.090137
1554,59.335407
1555,57.20522
1556,57.661987
1557,57.665375
1558,57.63963
1559,57.63881
1560,59.057423
1561,59.07945
1562,57.651566
1563,57.649857
1564,59.089733
1565,57.647938
1566,57.64765
1567,59.104122
1568,59.365845
1569,59.360744
1570,57.638073
1571,57.638783
1572,59.11129
1573,57.637405
1574,57.625095
1575,57.61667
1576,59.101242
1577,57.63303
1578,59.49374
1579,57.795612
1580,59.366646
1581,57.917927
1582,59.608963
1583,57.950695
1584,59.60643
1585,57.929306
1586,58.046646
1587,59.67761
1588,58.044075
1589,58.068584
1590,58.06692
1591,59.697243
1592,58.067226
1593,58.096138
1594,58.095566
1595,74.04761
1596,74.04046
1597,74.00741
1598,74.00565
1599,74.00001
1600,74.17284
1601,75.30745
1602,73.99082
1603,74.157455
1604,73.8168
1605,75.4572
1606,73.839874
1607,73.80679
1608,75.42537
1609,75.42037
1610,73.847885
1611,75.459724
1612,74.32089
1613,73.84791
1614,73.84381
1615,74.31922
1616,75.451904
1617,74.31115
1618,73.830124
1619,74.30959
1620,74.288
1621,75.46207
1622,75.48391
1623,73.796036
1624,73.844475
1625,73.831955
1626,73.8426
1627,74.300415
1628,73.788895
1629,73.82134
1630,73.830025
1631,73.835396
1632,74.50109
1633,75.55221
1634,73.80381
1635,75.7013
1636,73.85105
1637,65.701195
1638,65.170616
1639,65.16479
1640,65.16656
1641,65.72857
1642,65.71017
1643,65.12238
1644,65.155075
1645,65.14859
1646,65.71657
1647,64.61386
1648,65.110275
1649,65.10078
1650,64.62321
1651,64.603134
1652,65.07017
1653,64.63183
1654,65.0031
1655,65.05174
1656,64.27827
1657,64.35781
1658,65.82697
1659,65.83387
1660,64.802444
1661,62.880287
1662,65.82513
1663,65.82513
1664,64.8382
1665,64.82203
1666,65.855316
1667,65.85527
1668,65.83018
1669,65.83299
1670,65.835075
1671,64.73084
1672,64.82057
1673,65.86163
1674,64.72774
1675,64.81163
1676,64.7272
1677,64.81474
1678,64.79169
1679,65.876854
1680,64.78559
1681,65.87499
1682,65.87058
1683,64.76567
1684,64.73754
1685,64.7778
1686,64.77195
1687,65.858925
1688,65.860176
1689,65.99377
1690,64.906944
1691,64.35163
1692,64.34786
1693,64.88971
1694,64.93048
1695,64.93048
1696,64.9347
1697,64.324455
1698,64.318825
1699,64.31385
1700,66.11312
1701,65.11152
1702,62.605453
1703,62.56412
1704,62.59119
1705,62.513607
1706,62.303207
1707,62.288895
1708,61.526062
1709,62.682194
1710,62.67947
1711,62.23198
1712,61.91431
1713,61.92282
1714,61.92585
1715,70.617294
1716,70.61565
1717,70.58099
1718,70.61064
1719,70.613335
1720,70.56488
1721,73.87644
1722,70.60081
1723,73.276855
1724,70.58931
1725,70.54285
1726,70.5759
1727,73.24211
1728,70.507515
1729,70.538635
1730,73.77939
1731,71.452415
1732,70.37293
1733,70.41208
1734,70.36606
1735,73.68362
1736,70.39512
1737,73.634094
1738,70.3831
1739,73.080696
1740,70.37828
1741,73.66089
1742,70.361786
1743,73.01031
1744,70.075096
1745,70.09853
1746,70.050934
1747,72.669586
1748,64.086426
1749,64.08576
1750,63.130695
1751,63.83579
1752,63.117085
1753,64.048134
1754,63.09341
1755,63.97547
1756,64.12726
1757,63.836254
1758,63.829983
1759,63.472847
1760,62.92774
1761,62.89497
1762,63.81515
1763,63.81674
1764,62.91625
1765,63.85497
1766,63.85446
1767,63.848152
1768,63.444588
1769,62.91204
1770,62.896027
1771,61.81188
1772,62.890976
1773,63.818535
1774,61.77999
1775,63.820103
1776,62.88985
1777,62.88804
1778,63.812126
1779,63.388515
1780,62.859467
1781,63.777843
1782,63.065018
1783,62.92664
1784,62.936058
1785,62.84353
1786,62.935406
1787,62.67678
1788,71.00638
1789,70.93616
1790,70.696884
1791,72.364685
1792,65.33268
1793,65.33336
1794,65.31466
1795,65.303665
1796,65.292885
1797,65.29538
1798,65.2617
1799,65.25368
1800,65.24193
1801,65.120544
1802,65.11872
1803,65.12056
1804,69.70137
1805,65.13046
1806,69.66434
1807,65.11981
1808,69.363205
1809,65.165344
1810,65.14489
1811,65.19609
1812,64.00593
1813,63.968887
1814,63.994358
1815,67.609055
1816,63.941097
1817,63.986088
1818,63.958336
1819,64.11506
1820,64.13688
1821,64.167404
1822,64.17646
1823,64.13956
1824,64.21322
1825,64.50684
1826,62.87953
1827,62.878002
1828,62.829334
1829,64.434685
1830,62.88119
1831,62.890984
1832,62.88792
1833,62.906246
1834,64.111534
1835,64.10369
1836,64.50731
1837,62.960976
1838,62.959568
1839,61.84531
1840,64.103134
1841,62.95737
1842,62.92598
1843,62.923927
1844,58.536865
1845,61.81999
1846,64.08187
1847,62.97357
1848,62.97357
1849,62.97247
1850,62.97129
1851,64.048676
1852,64.48077
1853,62.973934
1854,64.048454
1855,62.937714
1856,64.047676
1857,64.47139
1858,62.972267
1859,64.45685
1860,64.04091
1861,64.040955
1862,62.963913
1863,62.983063
1864,62.967857
1865,64.4525
1866,64.4525
1867,62.965755
1868,62.937336
1869,64.43378
1870,62.94768
1871,63.99316
1872,63.69282
1873,63.103085
1874,63.102543
