No,UHH
247,60.27271592
248,60.28573869
249,60.20927419
250,61.53108937
251,59.94175653
252,59.94137256
253,60.43819034
254,60.04367016
255,60.3656802
256,59.8792955
257,59.89808853
258,59.89042545
259,60.34154376
260,59.9460442
261,60.41939554
262,60.00161125
263,60.65339453
264,59.83865802
265,60.31161991
266,59.87142027
267,59.92598255
268,60.37710086
269,60.59824589
270,61.0493642
271,59.79741113
272,59.81883981
273,59.52554932
274,59.46251337
275,59.16482684
276,60.26995812
277,60.29137851
278,59.52674964
279,60.54248201
280,60.18615557
281,60.99360032
282,60.55305235
283,60.19672591
284,61.00417066
285,60.21786038
286,60.83587579
287,59.75580728
288,59.78732598
289,60.21528139
290,60.9375222
291,59.5240695
292,59.53338009
293,59.55199563
294,59.56130059
295,60.0124189
296,59.58920421
297,59.60779725
298,59.75757208
299,59.80579793
300,60.61324268
301,60.62242501
302,60.64078416
303,59.50638772
304,59.52462978
305,59.16830334
306,59.55197923
307,59.56109208
308,59.49914273
309,59.95919877
310,59.56166995
311,60.01278827
312,60.02171371
313,60.03955936
314,59.11633645
315,60.11977828
316,59.71132029
317,60.51876505
318,60.0764735
319,59.35370014
320,60.30207691
321,59.85861685
322,60.7194571
323,51.6582252
324,51.6682649
325,51.67329595
326,51.67833446
327,51.27076725
328,51.68843386
329,51.33210742
330,51.7138127
331,51.7240163
332,51.36768986
333,52.19655197
334,51.30246913
335,51.67037831
336,51.31405187
337,51.68780556
338,51.33147912
339,50.9239316
340,51.69362879
341,52.05583395
342,52.06833689
343,52.5194552
344,52.07459863
345,51.26652629
346,52.06388742
347,51.74907754
348,51.24831586
349,51.61176497
350,50.23251341
351,51.62602947
352,51.63317131
353,51.27684487
354,52.08830079
355,51.74705547
356,51.56117753
357,51.59209849
358,51.59984388
359,50.18322243
360,51.09989438
361,52.00256261
362,51.58472517
363,51.25341953
364,52.14693345
365,51.79931233
366,52.16434959
367,52.17306593
368,52.62418424
369,51.99765077
370,51.55540162
371,52.08166341
372,52.04205069
373,51.82394099
374,51.56476786
375,51.57417253
376,51.22725585
377,51.59299713
378,51.24609061
379,51.62127212
380,51.63070726
381,52.10071106
382,52.21571518
383,52.22545859
384,50.37189006
385,51.57899458
386,52.03011289
387,51.91158769
388,51.97444812
389,51.74972013
390,52.29938932
391,51.26595898
392,52.61950217
393,52.62228764
394,52.71956441
395,51.34031286
396,52.36323797
397,51.80950821
398,52.73327731
399,52.39066518
400,52.61381162
401,51.76953028
402,51.41320383
403,52.22064859
404,51.79703808
405,51.02267062
406,51.8245513
407,51.87959395
408,52.43641268
409,51.52326751
410,52.33071227
411,51.53703154
412,51.90712334
413,51.49935882
414,52.37200836
415,51.93465808
416,52.3857764
417,51.60587172
418,51.61867991
419,51.9759702
420,51.61964376
421,51.64719181
422,52.73541634
423,52.76310363
424,52.40677719
425,52.42388902
426,51.39769753
427,52.71056556
428,52.79079574
429,52.4344693
430,52.44831716
431,51.80238873
432,52.25350704
433,52.29514886
434,51.85791343
435,51.52935615
436,52.33680091
437,51.89956887
438,51.92734482
439,51.95512526
440,52.43402849
441,51.99680431
442,52.74251476
443,52.01069956
444,52.46181787
445,52.47571423
446,51.68216695
447,52.06629165
448,51.60977948
449,52.13580656
450,52.14971283
451,52.17752864
452,52.62864695
453,52.44817503
454,53.25561979
455,51.82041992
456,50.40849334
457,52.29950562
458,52.66916845
459,51.8793721
460,51.92158051
461,52.37269882
462,51.93565143
463,52.38676974
464,52.40084139
465,52.0060168
466,52.02009202
467,52.5389685
468,51.66376558
469,52.47121033
470,52.03416794
471,52.04824457
472,51.67533551
473,51.69191813
474,52.49936288
475,52.07639994
476,52.09047868
477,52.11863825
478,51.77639264
479,52.14680061
480,52.16088282
481,51.80455638
482,52.20313359
483,52.6542519
484,52.83760368
485,52.48127724
486,52.49539094
487,52.84946348
488,52.87994655
489,52.90817808
490,52.03297515
491,52.55185164
492,53.35929639
493,53.37341304
494,52.06751691
495,51.51025185
496,51.04863706
497,51.52438253
498,52.82859255
499,52.4722661
500,51.46350387
501,52.8710824
502,52.4908567
503,52.29910432
504,51.900713
505,52.37154821
506,51.78676682
507,51.7997977
508,51.00486976
509,51.82585458
510,51.8779489
511,50.55117722
512,51.25508056
513,52.33864809
514,52.21385302
515,51.44499855
516,52.32957804
517,51.92984887
518,51.94589088
519,52.30283369
520,53.11027844
521,51.5209456
522,51.54360746
523,51.15601074
524,51.57758483
525,51.58890652
526,51.60022614
527,51.26653279
528,52.28683134
529,51.48074241
530,51.51411366
531,51.58080033
532,51.46152595
533,51.49822684
534,51.82771852
535,51.8491472
536,51.05241367
537,51.41944927
538,51.10325858
539,50.41633983
540,50.78416322
541,51.27560501
542,50.87161787
543,51.32273618
544,51.18698632
545,51.75049577
546,51.75967627
547,52.21997323
548,51.05820004
549,51.07645303
550,51.08557679
551,51.11293716
552,52.00989145
553,52.46100976
554,51.13116831
555,51.14028115
556,52.14387005
557,51.0604511
558,51.06939233
559,50.75774573
560,50.94513168
561,51.24784904
562,51.64683581
563,50.20694184
564,50.26758425
565,51.29050937
566,52.11560594
567,51.45363623
568,51.01129197
569,51.47118264
570,51.09893973
571,51.11644909
572,51.60400466
573,50.16411069
574,51.2563375
575,50.9658266
576,50.94134297
577,51.40091459
578,51.29725566
579,50.90964778
580,50.92526379
581,50.93307029
582,51.43065656
583,51.36629258
584,50.92288851
585,50.93627921
586,51.88126599
587,51.34930824
588,51.36436708
589,51.66711882
590,51.72162822
591,52.17274654
592,62.53293625
593,62.17660981
594,62.54305056
595,62.54811889
596,62.56846661
597,62.57357212
598,62.49679701
599,62.50835139
600,60.6899199
601,60.75056231
602,62.54318461
603,61.16393305
604,62.18685817
605,62.58414503
606,62.59591146
607,61.33404129
608,62.27174215
609,62.91789271
610,61.53864115
611,62.56156627
612,62.92415445
613,62.93042305
614,62.45305212
615,62.09672568
616,62.47240855
617,61.78024546
618,62.49182569
619,62.51780949
620,62.91344325
621,62.92725607
622,62.94802411
623,62.22498708
624,61.09298573
625,62.48987535
626,62.93785662
627,62.95293773
628,63.09821745
629,62.43391497
630,62.46490867
631,62.60936229
632,62.86043005
633,62.41762909
634,62.42595217
635,61.09675936
636,62.99648927
637,62.58623891
638,63.02262175
639,62.84720659
640,62.42271201
641,62.98066488
642,62.41432368
643,61.16145895
644,62.07681167
645,62.44255295
646,61.06482646
647,63.065271
648,61.56566589
649,61.68601945
650,62.39887124
651,62.05003079
652,62.04254479
653,62.05243307
654,62.41865256
655,62.06232612
656,62.86977088
657,61.72317666
658,61.04705298
659,65.82965101
660,63.56912024
661,63.59483608
662,63.58283313
663,63.61026317
664,63.5239124
665,62.6190861
666,62.20883574
667,62.26275966
668,63.07020441
669,62.66034984
670,62.31778068
671,62.68786577
672,62.70162576
673,62.79592458
674,63.15274407
675,62.75667916
676,62.77044587
677,62.78421391
678,62.79798328
679,62.81175398
680,62.82552602
681,62.83929938
682,63.11583299
683,63.61265945
684,63.64035156
685,63.65419942
686,62.6553578
687,63.66804848
688,63.68189873
689,63.69575017
690,62.31649862
691,62.63806622
692,62.65194455
693,63.10306286
694,62.67970462
695,62.69358637
696,62.33725993
697,63.14470468
698,62.70746925
699,62.73523842
700,62.7491247
701,62.33887434
702,62.39279826
703,62.4205742
704,62.832466
705,63.28358431
706,62.84636013
707,62.49003369
708,62.86025538
709,61.43425777
710,63.32527005
711,62.53172277
712,62.54562135
713,63.3530661
714,63.36696578
715,62.57342181
716,63.38086657
717,62.95755312
718,62.60122668
719,63.40867144
720,62.99926865
721,62.67075802
722,63.61219447
723,63.10969161
724,63.65405729
725,62.27480574
726,63.29773085
727,64.10517561
728,63.68197081
729,63.32564437
730,62.66997574
731,62.68395897
732,63.14906144
733,62.67266024
734,62.68672606
735,62.70079261
736,62.34446617
737,63.15191092
738,62.7148599
739,62.91145358
740,62.72892792
741,63.28172643
742,63.18004623
743,62.9229707
744,62.75706614
745,63.30143538
746,63.20818445
747,63.23632557
748,62.79927889
749,63.27854264
750,62.84149812
751,63.37456586
752,62.86964784
753,62.5133214
754,63.32076615
755,62.88372376
756,62.96770149
757,62.89780039
758,62.91187773
759,62.55555129
760,62.92595576
761,63.37707408
762,63.19593643
763,62.95411394
764,63.40523225
765,62.96819407
766,63.41931239
767,63.01043864
768,63.02452154
769,63.03860514
770,63.34494676
771,63.72950237
772,63.74361784
773,63.7577339
774,63.40140746
775,63.68997573
776,64.20885222
777,62.68787436
778,62.70200396
779,62.71613411
780,62.73026479
781,63.67814837
782,63.32182193
783,62.31305969
784,62.67116219
785,63.35014809
786,63.72063822
787,62.67116909
788,63.1882077
789,62.75026882
790,62.67541041
791,63.54453035
792,62.10463638
793,63.55744599
794,62.63801908
795,62.69627725
796,63.95983426
797,62.00284097
798,62.03683684
799,62.40449113
800,63.13638716
801,62.98138881
802,63.58750547
803,61.70768512
804,62.33029823
805,62.79254236
806,62.3525478
807,62.23629443
808,62.44146335
809,61.64224546
810,62.26740291
811,62.33290876
812,62.34381914
813,62.35472744
814,63.03776839
815,62.2475847
816,62.26900509
817,62.9712269
818,62.6254708
819,63.3662671
820,61.96212498
821,62.59086926
822,62.23454282
823,61.91688327
824,62.33429098
825,61.60726249
826,61.91000692
827,61.93682535
828,61.94576132
829,61.98148765
830,61.99041485
831,62.01718595
832,62.09740486
833,62.49639163
834,61.93097948
835,62.45356048
836,62.46221976
837,62.28372017
838,62.41426845
839,61.75139408
840,61.77244433
841,62.73848005
842,62.69708369
843,62.1525658
844,62.96001055
845,66.35722046
846,57.36530632
847,57.7307792
848,56.48308577
849,57.33998669
850,57.34576743
851,56.98944099
852,57.35155526
853,57.01845098
854,57.38060065
855,57.45163
856,57.41568841
857,57.05936197
858,57.42156107
859,57.42744077
860,57.43922128
861,58.18144863
862,57.74280582
863,57.38647938
864,57.74905386
865,57.75530875
866,56.59204447
867,57.35522553
868,58.87471534
869,56.37160773
870,57.39453285
871,57.76467211
872,57.77158829
873,57.77851097
874,57.26318755
875,57.2702846
876,57.27738805
877,57.28833187
878,56.92817147
879,57.7569842
880,56.95667489
881,57.77527266
882,57.41894622
883,57.24814939
884,57.27133101
885,56.80062025
886,57.2945672
887,56.93824076
888,57.31008827
889,56.95376182
890,57.80310477
891,57.44677833
892,57.68953448
893,57.25504513
894,57.72281534
895,57.28003158
896,57.30506954
897,57.31342696
898,57.77290841
899,57.83390531
900,57.42365495
901,57.47757887
902,58.29372894
903,57.50371135
904,57.68462263
905,57.72013176
906,57.27790424
907,56.93937558
908,57.86723929
909,57.23294565
910,57.68406396
911,57.24234014
912,57.25173972
913,57.26114439
914,56.91422771
915,57.27996899
916,57.29881391
917,57.30824398
918,57.33656461
919,57.90268704
920,57.5463606
921,56.87996084
922,57.24617555
923,58.20653328
924,57.26596644
925,57.71708475
926,57.27586905
927,56.5605927
928,56.89661013
929,57.66141999
930,57.67248938
931,60.66706705
932,58.03649837
933,58.40653628
934,58.05020984
935,58.06392273
936,58.43396348
937,58.07763704
938,58.30078348
939,58.44767921
940,58.08278069
941,57.45650214
942,57.1001757
943,57.22019734
944,57.74269088
945,57.47025536
946,57.48400994
947,57.11053683
948,57.1276835
949,57.93512825
950,57.49776588
951,58.08889404
952,57.14143944
953,57.15519673
954,57.52528181
955,57.16895537
956,57.97640012
957,57.5390418
958,57.55280313
959,58.12338454
960,58.04521352
961,57.62162995
962,58.07274826
963,57.27907288
964,58.08651763
965,57.64917003
966,57.29284359
967,57.66294206
968,57.30661562
969,57.81198158
970,57.67671542
971,57.33416367
972,58.4223882
973,58.43623124
974,58.45007549
975,58.09374905
976,58.91503926
977,58.4777676
978,58.18971261
979,58.12144116
980,58.03793193
981,58.13528902
982,58.47124266
983,58.11491622
984,58.14913808
985,58.16298833
986,57.47548227
987,57.11915583
988,57.92660058
989,57.48936059
990,57.9404789
991,57.50324005
992,57.51712066
993,57.54488529
994,57.18855885
995,57.57265446
996,57.58654074
997,57.2302143
998,58.03765905
999,58.07180143
1000,57.24410171
1001,58.05154646
1002,57.25799024
1003,58.06543499
1004,58.11226526
1005,57.62820634
1006,57.64209712
1007,57.28577068
1008,57.65598902
1009,57.29966258
1010,58.10710733
1011,57.66988204
1012,57.3135556
1013,58.12100035
1014,58.13489449
1015,58.14878974
1016,57.71156778
1017,58.1626861
1018,57.36913881
1019,58.17658357
1020,58.19048214
1021,57.75326351
1022,57.39693707
1023,58.20438182
1024,57.7671643
1025,58.21828261
1026,57.78106618
1027,58.23218449
1028,58.24608748
1029,58.25999156
1030,57.83668469
1031,58.28780301
1032,57.8645005
1033,57.34187237
1034,58.31561881
1035,58.9146821
1036,58.92863638
1037,58.47450375
1038,58.49147334
1039,58.1351469
1040,58.94259165
1041,58.5054296
1042,58.97050516
1043,57.50739179
1044,57.15106535
1045,57.97249332
1046,57.53535917
1047,57.98647748
1048,57.51007628
1049,57.09982592
1050,57.5241421
1051,57.55227594
1052,57.1959495
1053,57.58296029
1054,57.6410647
1055,58.01746227
1056,57.56379306
1057,57.5804127
1058,57.76038674
1059,57.59448218
1060,58.13885142
1061,58.04560049
1062,57.60855237
1063,58.05967069
1064,57.62262329
1065,56.24337174
1066,57.26629685
1067,58.07374161
1068,57.63669494
1069,57.28036849
1070,58.08781325
1071,57.67891416
1072,57.32258772
1073,56.26138856
1074,57.33666222
1075,57.70706388
1076,58.22594037
1077,57.35073744
1078,57.86961393
1079,58.15818219
1080,57.71284764
1081,57.7211398
1082,57.36481336
1083,57.55933192
1084,57.73521643
1085,57.37888999
1086,58.20041208
1087,57.7633718
1088,58.21449012
1089,57.77745054
1090,57.09824242
1091,57.79152998
1092,57.26455002
1093,57.80561012
1094,57.81969095
1095,57.83377247
1096,57.47744603
1097,58.28489078
1098,57.84785468
1099,57.49152824
1100,58.32713949
1101,58.35530872
1102,58.96158076
1103,58.52457554
1104,58.1682491
1105,58.21059197
1106,58.17078352
1107,58.59514994
1108,57.21589839
1109,58.2388235
1110,58.20385952
1111,59.0603849
1112,57.5252904
1113,57.16896396
1114,57.53942
1115,57.55355015
1116,57.19722371
1117,57.21135439
1118,57.76650047
1119,58.51556441
1120,58.15923797
1121,58.53769371
1122,58.17340085
1123,58.55805427
1124,58.17782856
1125,58.20172783
1126,57.50858514
1127,58.06726836
1128,58.01244276
1129,57.57450543
1130,58.03880318
1131,58.41484652
1132,58.05852008
1133,58.86596483
1134,57.48676956
1135,57.96394476
1136,57.56492077
1137,58.8330647
1138,58.39486203
1139,57.93941517
1140,57.98980555
1141,57.18524739
1142,57.19658345
1143,57.23057932
1144,57.24190717
1145,57.25323296
1146,57.05003731
1147,57.73831632
1148,57.3098311
1149,57.76094941
1150,57.98499513
1151,58.43611344
1152,57.14545643
1153,56.20962986
1154,57.17884009
1155,57.67444099
1156,56.68994463
1157,57.20135952
1158,57.68555647
1159,57.25666291
1160,57.26777219
1161,56.91144575
1162,57.10481895
1163,57.55593727
1164,56.75941534
1165,57.12666253
1166,55.47224837
1167,57.58869952
1168,57.14849781
1169,57.20304972
1170,57.86440682
1171,58.31552514
1172,57.51469038
1173,57.08500075
1174,56.77851526
1175,56.72867431
1176,56.75009469
1177,57.80864294
1178,57.4523165
1179,58.25976126
1180,57.81921328
1181,57.46288684
1182,56.19655553
1183,57.05348691
1184,55.55485523
1185,56.79023044
1186,56.91075645
1187,56.80884974
1188,56.81815657
1189,57.26927488
1190,56.82746152
1191,57.27857984
1192,57.07195886
1193,57.87940361
1194,57.43746763
1195,57.89776644
1196,57.9069451
1197,56.75429931
1198,56.77254866
1199,56.7816706
1200,56.44358258
1201,56.8090255
1202,57.26925848
1203,56.82725302
1204,57.17170702
1205,57.38864141
1206,56.75636419
1207,56.40003775
1208,56.79211157
1209,56.80104403
1210,55.42179247
1211,56.80997473
1212,56.81890369
1213,57.28787465
1214,56.82810062
1215,56.89918551
1216,57.38593921
1217,57.33380767
1218,56.97748123
1219,57.14938214
1220,56.44684496
1221,56.72457586
1222,56.60387915
1223,56.55929591
1224,57.29097652
1225,56.76130198
1226,57.56874673
1227,56.59443101
1228,56.60986037
1229,57.56823785
1230,57.12477778
1231,57.17817329
1232,57.98561804
1233,57.34630828
1234,57.36187424
1235,57.0756524
1236,58.3451127
1237,48.94449539
1238,48.95459479
1239,49.30996827
1240,48.90763558
1241,48.9249565
1242,47.54570494
1243,48.56863006
1244,49.37607481
1245,48.93653925
1246,47.49433704
1247,48.59764005
1248,48.19009254
1249,48.98901188
1250,48.63855105
1251,48.95708831
1252,49.33449782
1253,48.97817138
1254,49.33004836
1255,49.34386118
1256,48.84237663
1257,48.84947367
1258,48.50736054
1259,48.5144768
1260,47.49867434
1261,48.52159946
1262,48.88505496
1263,48.32894997
1264,49.34330872
1265,47.45943828
1266,48.5430058
1267,48.99813529
1268,49.28382522
1269,48.84278681
1270,48.48646037
1271,48.85052008
1272,47.44938337
1273,48.81760524
1274,47.44666529
1275,47.51336448
1276,48.52589581
1277,48.84820252
1278,48.85709331
1279,49.32600941
1280,48.88379807
1281,48.83092879
1282,48.47460235
1283,48.85915806
1284,48.50283162
1285,48.51225155
1286,49.39552535
1287,48.02275074
1288,49.93299443
1289,48.45914991
1290,48.82536462
1291,48.84290965
1292,49.01588107
1293,49.98572535
1294,49.57547499
1295,49.62939891
1296,46.31579382
1297,49.87997255
1298,50.09469724
1299,48.62544085
1300,49.48680952
1301,49.04944443
1302,48.72062851
1303,48.68046188
1304,48.76190443
1305,49.14575489
1306,48.74926855
1307,49.33724673
1308,48.88580469
1309,48.91335274
1310,49.59132691
1311,50.05695668
1312,49.70063024
1313,49.71447809
1314,49.67440323
1315,49.05467134
1316,49.50578965
1317,49.06854966
1318,49.53354744
1319,49.16572981
1320,48.80940337
1321,49.61684812
1322,49.20739541
1323,49.67240451
1324,49.70018943
1325,47.85086289
1326,49.74187517
1327,48.96222646
1328,49.33245258
1329,48.97612614
1330,49.79747168
1331,48.96390788
1332,49.0178318
1333,49.42978112
1334,50.02879959
1335,49.97461734
1336,50.49387118
1337,50.50782545
1338,50.07066241
1339,49.71433597
1340,49.53769917
1341,49.11454824
1342,49.13146501
1343,48.80327534
1344,49.33957581
1345,49.17367125
1346,48.81734481
1347,49.18774145
1348,48.35850548
1349,49.21588401
1350,47.83663245
1351,49.66700232
1352,49.27217774
1353,49.41848431
1354,49.28625295
1355,49.80512944
1356,48.92992651
1357,49.30032888
1358,48.94400243
1359,49.31440551
1360,48.95807906
1361,49.44401671
1362,49.76552382
1363,49.34256088
1364,49.35663962
1365,49.38479919
1366,49.41296154
1367,49.71921258
1368,50.54076983
1369,50.10376462
1370,50.11787831
1371,49.76155187
1372,50.1319926
1373,49.80389652
1374,49.29913609
1375,49.81801258
1376,50.62545733
1377,50.18845566
1378,49.33367784
1379,48.77641278
1380,48.314798
1381,50.09475348
1382,49.68450312
1383,48.71550192
1384,49.73842704
1385,48.7296648
1386,49.75701764
1387,49.08777421
1388,48.7446349
1389,49.63770915
1390,49.06595863
1391,49.60480902
1392,50.42516942
1393,49.63428339
1394,48.82109624
1395,48.87626388
1396,49.31750539
1397,48.69921722
1398,48.74690334
1399,49.13512634
1400,49.15696992
1401,48.06434434
1402,49.09804706
1403,48.29715008
1404,48.66418982
1405,48.30786338
1406,49.03150558
1407,49.04207592
1408,48.63267599
1409,49.3317539
1410,48.59722401
1411,46.93008582
1412,48.37909809
1413,48.95891267
1414,48.30872429
1415,48.32661203
1416,48.3802331
1417,48.84921107
1418,47.93376068
1419,48.47136578
1420,48.11774286
1421,48.91299674
1422,48.5566703
1423,48.92182351
1424,48.25990311
1425,48.71979716
1426,48.73734358
1427,48.29499594
1428,48.19923122
1429,48.70456145
1430,48.17362008
1431,48.63245351
1432,48.18904944
1433,48.27420157
1434,49.56480711
1435,53.40442938
1436,60.71181024
1437,59.69248686
1438,60.3649549
1439,60.80300606
1440,60.65311954
1441,59.73641761
1442,60.79578759
1443,61.1943586
1444,61.95577051
1445,61.22168835
1446,55.14724429
1447,55.15731385
1448,55.17247413
1449,55.17754246
1450,55.18261823
1451,55.63373655
1452,55.18770145
1453,55.1927921
1454,55.2029957
1455,55.20810864
1456,55.213229
1457,55.28908568
1458,55.21835678
1459,55.22349198
1460,55.51724203
1461,55.52833864
1462,55.10894227
1463,55.13199422
1464,55.13777496
1465,55.16096879
1466,55.16678495
1467,54.75923744
1468,55.17260819
1469,55.17843849
1470,54.88602871
1471,55.1901203
1472,55.19597179
1473,55.20183034
1474,54.8455039
1475,55.2194483
1476,55.23122882
1477,55.52233785
1478,55.52857217
1479,55.53481335
1480,55.54731628
1481,55.55357803
1482,55.56612206
1483,55.08247569
1484,55.09537323
1485,55.10183212
1486,55.10829776
1487,55.12124926
1488,55.12773512
1489,55.54286682
1490,55.56359582
1491,55.5705185
1492,55.58438337
1493,55.06229213
1494,54.720179
1495,55.52762375
1496,55.0836217
1497,55.07942848
1498,54.73441792
1499,55.09787342
1500,55.10500887
1501,54.74868243
1502,55.1121507
1503,54.75582426
1504,55.11929893
1505,55.56728019
1506,55.5823613
1507,56.29600149
1508,55.07882328
1509,55.08657473
1510,55.09433224
1511,55.1020958
1512,55.59511231
1513,55.05537575
1514,55.08037938
1515,55.08872537
1516,55.54819539
1517,55.10543449
1518,55.13054101
1519,55.66204175
1520,55.62591285
1521,55.58996921
1522,55.65204532
1523,55.0432556
1524,55.06102098
1525,54.74029009
1526,55.30292038
1527,55.02495318
1528,55.02939427
1529,55.48546598
1530,55.04374725
1531,55.05315192
1532,55.07197652
1533,54.71565008
1534,55.08139645
1535,55.09412896
1536,54.74392508
1537,55.10968666
1538,55.12857215
1539,55.04494411
1540,55.80975396
1541,55.45342752
1542,55.82082335
1543,58.45907458
1544,56.19854381
1545,56.2122567
1546,56.22597101
1547,56.23968675
1548,55.24850967
1549,55.26226289
1550,55.28977341
1551,55.3035307
1552,55.31728934
1553,55.34481067
1554,55.35857335
1555,55.00224691
1556,55.39986944
1557,55.41363748
1558,55.44117756
1559,55.88865719
1560,55.45494959
1561,55.09862315
1562,55.46872296
1563,54.02882899
1564,55.62630028
1565,56.25592848
1566,56.26977514
1567,56.28362299
1568,56.29747205
1569,56.3113223
1570,55.2674898
1571,55.28136812
1572,55.29524759
1573,55.32300994
1574,54.9666835
1575,55.77412825
1576,55.33689282
1577,55.35077684
1578,55.37854827
1579,55.39243568
1580,55.40632421
1581,55.42021387
1582,55.88522297
1583,55.44799655
1584,55.09167011
1585,55.46188957
1586,55.10556313
1587,55.48967896
1588,55.50357532
1589,55.95469363
1590,55.53137136
1591,55.17504492
1592,55.54527104
1593,55.99638936
1594,55.55917183
1595,55.57307371
1596,56.02419203
1597,55.5869767
1598,55.60088078
1599,55.61478596
1600,56.06590427
1601,55.62869223
1602,55.64259958
1603,55.65650803
1604,56.10762635
1605,56.25557132
1606,56.2695256
1607,56.28348087
1608,56.73459918
1609,56.29743713
1610,56.74855544
1611,55.31077732
1612,55.29939932
1613,55.31338254
1614,55.3273667
1615,55.30208381
1616,55.31614963
1617,55.34428347
1618,55.37496782
1619,55.37242024
1620,55.11567077
1621,55.82353855
1622,55.38648971
1623,55.83760802
1624,55.40055991
1625,55.41463083
1626,55.44277483
1627,55.4568479
1628,55.47092169
1629,55.4849962
1630,55.49907141
1631,55.14274497
1632,55.51314734
1633,55.52722396
1634,55.17089752
1635,55.59761765
1636,55.61169848
1637,55.26945356
1638,55.63986222
1639,55.65394512
1640,55.66802871
1641,55.68211299
1642,55.69619794
1643,56.28835748
1644,56.31658308
1645,55.96025664
1646,56.33069677
1647,56.34481106
1648,56.38715748
1649,56.40127412
1650,55.33142754
1651,54.9751011
1652,55.34555768
1653,54.98923124
1654,56.30757194
1655,55.30059267
1656,55.3137798
1657,55.36651296
1658,55.3796924
1659,55.26574622
1660,55.27877709
1661,55.29180635
1662,55.33088438
1663,55.34390715
1664,55.3569283
1665,56.17395392
1666,55.26744265
